Recall@10,NDCG@10,MRR@10,Catalog_Coverage,Novelty,Hyper_Epochs,Hyper_Batch_Size,Hyper_Emb_Dim,Hyper_Hidden_Dim
0.10803379293855105,0.013663711573916494,0.035427269656567124,0.9924002533248891,12.760177370359784,25,4096,128,264
